Time,Location,Nature,Status,date
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Service in Progress View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Assignment Completed View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Service in Progress View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Service in Progress View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Assignment Completed View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Assignment Completed View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Service in Progress View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Service in Progress View History,2024-07-15
10:00 pm,3626 W FOND DU LAC AVE MKE: @D7,Return Station,Assignment Completed View History,2024-07-15
9:57 pm,1107 W KEEFE AVE MKE:UPPER,Threat,Unable to Locate Complainant View History,2024-07-15
9:55 pm,S 16TH ST/W HOWARD AVE MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:54 pm,2814 N 38TH ST MKE,911,Service in Progress View History,2024-07-15
9:54 pm,"LL(-87:57:38.1988,43:04:12.4142): EST 2822 N 38TH ST MKE",911,Service in Progress View History,2024-07-15
9:53 pm,2920 N VEL R PHILLIPS AVE MKE: @D5,Special Assignment,Assignment Completed View History,2024-07-15
9:52 pm,"LL(-87:52:25.4534,43:03:44.2294): EST 2534 N LINCOLN MEMORIAL DR MKE",Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:52 pm,W FOND DU LAC AVE/W HAMPTON AVE MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:51 pm,2400 N LINCOLN MEMORIAL DR MKE: @BRADFORD BEACH,Motor Vehicle Accident,Assignment Completed View History,2024-07-15
9:51 pm,2400 N LINCOLN MEMORIAL DR MKE: @BRADFORD BEACH,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:51 pm,2400 N LINCOLN MEMORIAL DR MKE: @BRADFORD BEACH,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:51 pm,2400 N LINCOLN MEMORIAL DR MKE: @BRADFORD BEACH,Motor Vehicle Accident,Assignment Completed View History,2024-07-15
9:51 pm,2400 N LINCOLN MEMORIAL DR MKE: @BRADFORD BEACH,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Service in Progress View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Service in Progress View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Service in Progress View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Service in Progress View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-15
9:50 pm,1226 N 20TH ST MKE,Trouble,Service in Progress View History,2024-07-15
9:49 pm,2333 N 49TH ST MKE: @D3,Transport,Assignment Completed View History,2024-07-15
9:49 pm,2333 N 49TH ST MKE: @D3,Transport,Service in Progress View History,2024-07-15
9:49 pm,2333 N 49TH ST MKE: @D3,Transport,Assignment Completed View History,2024-07-15
9:49 pm,2333 N 49TH ST MKE: @D3,Transport,Service in Progress View History,2024-07-15
9:48 pm,5925 N 63RD ST MKE,Resource Needed,Service in Progress View History,2024-07-15
9:47 pm,2525 W GARFIELD AVE MKE:UPPER,Entry-Building or Structure,Service in Progress View History,2024-07-15
9:47 pm,2525 W GARFIELD AVE MKE:UPPER,Entry-Building or Structure,No Prosecution View History,2024-07-15
9:47 pm,2525 W GARFIELD AVE MKE:UPPER,Entry-Building or Structure,Advised View History,2024-07-15
9:47 pm,N 60TH ST/W MELVINA ST MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:47 pm,2333 N 49TH ST MKE: @D3:10-100,Return Station,Assignment Completed View History,2024-07-15
9:47 pm,"LL(-88:00:16.9742,43:05:28.4748): EST 7464 W APPLETON AVE MKE",911,Service in Progress View History,2024-07-15
9:46 pm,3283 N DR WILLIAM FINLAYSON ST MKE,Subject With A Weapon,City Citation(s) Issued View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,Service in Progress View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,To be Filed View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,To be Filed View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,Service in Progress View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,Service in Progress View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,To be Filed View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,To be Filed View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,Service in Progress View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,Service in Progress View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,To be Filed View History,2024-07-15
9:45 pm,"LL(-88:03:24.2282,43:07:19.9918): EST INT 41 N MKE",911,Service in Progress View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,To be Filed View History,2024-07-15
9:45 pm,2920 N VEL R PHILLIPS AVE MKE,Missing Person-Report,Service in Progress View History,2024-07-15
9:44 pm,2260 N SUMMIT AVE MKE,Call for Police,Unable to Locate Complainant View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:43 pm,5925 N 63RD ST MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Advised View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Unable to Locate Complainant View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Unable to Locate Complainant View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Advised View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Advised View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Unable to Locate Complainant View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Advised View History,2024-07-15
9:42 pm,1632 S 3RD ST MKE,Entry-Vacant Building or Structure,Unable to Locate Complainant View History,2024-07-15
9:42 pm,2920 N VEL R PHILLIPS AVE MKE: @D5,Return Station,Assignment Completed View History,2024-07-15
9:41 pm,6222 W FOND DU LAC AVE MKE,Trouble,Advised View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Advised View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Advised View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Advised View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Advised View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:39 pm,6706 W FINGER PL MKE,Subject With A Weapon,Advised View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Service in Progress View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Advised View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Advised View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Service in Progress View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Advised View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Service in Progress View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Advised View History,2024-07-15
9:37 pm,1832 W ATKINSON AVE MKE: @UNIT 3,Trouble,Service in Progress View History,2024-07-15
9:37 pm,2400 N LINCOLN MEMORIAL DR MKE: @BRADFORD BEACH,911,Service in Progress View History,2024-07-15
9:36 pm,10153 W KIEHNAU AVE MKE,Suspicious,Service in Progress View History,2024-07-15
9:34 pm,2502 W FOND DU LAC AVE MKE,Entry-Vacant Building or Structure,Advised/Referral View History,2024-07-15
9:34 pm,2502 W FOND DU LAC AVE MKE,Entry-Vacant Building or Structure,Advised View History,2024-07-15
9:34 pm,2502 W FOND DU LAC AVE MKE,Entry-Vacant Building or Structure,Advised View History,2024-07-15
9:34 pm,2502 W FOND DU LAC AVE MKE,Entry-Vacant Building or Structure,Advised/Referral View History,2024-07-15
9:34 pm,2920 N VEL R PHILLIPS AVE MKE: @D5,Return Station,Assignment Completed View History,2024-07-15
9:31 pm,"LL(-87:57:23.7062,43:01:42.4092): EST 3387 W ROUNDHOUSE RD MKE",911,Service in Progress View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,To be Filed View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,Service in Progress View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,To be Filed View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,Service in Progress View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,To be Filed View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,Service in Progress View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,To be Filed View History,2024-07-15
9:30 pm,"LL(-88:01:38.1722,43:10:53.2198): EST 8992 N 95TH ST MKE",911,Service in Progress View History,2024-07-15
9:30 pm,N SHERMAN BLVD/W ROOSEVELT DR MKE,Traffic Hazard,Service in Progress View History,2024-07-15
9:29 pm,3006 S 27TH ST MKE: @D6,Assignment,Assignment Completed View History,2024-07-15
9:29 pm,N 6TH ST/W NORTH AVE MKE,Motor Vehicle Accident,Assignment Completed View History,2024-07-15
9:28 pm,"LL(-88:01:11.2803,43:09:27.0936): EST 8688 W CALUMET RD MKE",911,Service in Progress View History,2024-07-15
9:27 pm,"LL(-88:01:38.3162,43:06:01.8826): EST 4570 N 92ND ST MKE",911,Service in Progress View History,2024-07-15
9:27 pm,900 E KEEFE AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
9:27 pm,"LL(-88:01:38.3162,43:06:01.8826): EST 4570 N 92ND ST MKE",911,Service in Progress View History,2024-07-15
9:26 pm,"LL(-87:58:13.9947,43:05:39.5590): EST 4237 N 45TH PL MKE",911,Service in Progress View History,2024-07-15
9:25 pm,"LL(-87:55:54.5170,42:59:20.4725): EST 3061 S 15TH ST MKE",911,Service in Progress View History,2024-07-15
9:25 pm,"LL(-87:55:26.9869,43:04:07.7878): EST 2765 N 10TH ST MKE",911,Service in Progress View History,2024-07-15
9:24 pm,2622 N 17TH ST MKE,Crime Scene Technician Assignment,Service in Progress View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Advised View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Advised View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Advised View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:23 pm,502 W KEEFE AVE MKE,Welfare Citizen,Advised View History,2024-07-15
9:22 pm,5331 N 37TH ST MKE,Threat,Service in Progress View History,2024-07-15
9:22 pm,5331 N 37TH ST MKE,Threat,To be Filed View History,2024-07-15
9:22 pm,5331 N 37TH ST MKE,Threat,To be Filed View History,2024-07-15
9:22 pm,5331 N 37TH ST MKE,Threat,Service in Progress View History,2024-07-15
9:22 pm,5331 N 37TH ST MKE,Threat,To be Filed View History,2024-07-15
9:22 pm,5331 N 37TH ST MKE,Threat,Service in Progress View History,2024-07-15
9:22 pm,7730 W APPLETON AVE MKE,911,Service in Progress View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Advised View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Advised View History,2024-07-15
9:21 pm,709 E CAPITOL DR MKE,Theft,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Advised View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Advised View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Advised View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Advised View History,2024-07-15
9:21 pm,1023 S CESAR E CHAVEZ DR MKE,Trouble,Service in Progress View History,2024-07-15
9:21 pm,1818 W JUNEAU AVE MKE: @HIGHLAND GARDENS,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:19 pm,1018 W BURLEIGH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:16 pm,1100 E GARFIELD AVE MKE: @PICK N SAVE,Welfare Citizen,Assignment Completed View History,2024-07-15
9:16 pm,6329 W SILVER SPRING DR MKE,Battery/Fight/Assault,Service in Progress View History,2024-07-15
9:16 pm,5000 W CHAMBERS ST MKE: @SAINT JOSEPH HOSPITAL,Battery/Fight/Assault,Service in Progress View History,2024-07-15
9:13 pm,5475 N 66TH ST MKE,Battery/Fight/Assault,Open Investigation View History,2024-07-15
9:13 pm,N 27TH ST/W CLARKE ST MKE,911,Unable to Locate Complainant View History,2024-07-15
9:12 pm,N 19TH PL/W ATKINSON AVE MKE,Meet,Assignment Completed View History,2024-07-15
9:12 pm,6929 W SILVER SPRING DR MKE: @D4,Stabbing/Cutting,Service in Progress View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-15
9:10 pm,2977 N MARYLAND AVE MKE,Crime Scene Technician Assignment,Service in Progress View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Advised View History,2024-07-15
9:10 pm,4518 N 29TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:09 pm,749 N 16TH ST MKE: @MU PUBLIC SAFETY,Meet,Service in Progress View History,2024-07-15
9:09 pm,3456 N 14TH ST MKE,Resource Needed,Service in Progress View History,2024-07-15
